ANO_OCORRENCIA;MES_OCORRENCIA;UF;MUNICIPIO;ESPECIE_ARMA;MARCA_ARMA;CALIBRE_ARMA;TIPO_OCORRENCIA;MAIS_1000_MIL_HAB;TOTAL;DATA
2025;3;SP;SÃO CARLOS                         ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;12                                                ;Furto de Arma de Fogo;S;1;2025-03-01
2025;3;SP;SÃO JOSÉ DO RIO PRETO              ;Carabina                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.357 Mag                                          ;Apostilada no Exercito;S;1;2025-03-01
2025;3;SP;SÃO JOSÉ DO RIO PRETO              ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo;S;1;2025-03-01
2025;3;SP;SÃO JOSÉ DOS CAMPOS                ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.32                                               ;Campanha do Desarmamento;S;1;2025-03-01
2025;3;SP;SÃO JOSÉ DOS CAMPOS                ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.357 Mag                                          ;Campanha do Desarmamento;S;1;2025-03-01
2025;3;SP;SÃO PAULO                          ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;.22 LR                                            ;Campanha do Desarmamento;S;1;2025-03-01
2025;3;SP;SÃO PAULO                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Extravio/Perda de Arma de Fogo;S;1;2025-03-01
2025;3;SP;SÃO PAULO                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;6,35mm                                            ;Campanha do Desarmamento;S;1;2025-03-01
2025;3;SP;SÃO PAULO                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Furto de Arma de Fogo;S;1;2025-03-01
2025;3;SP;SÃO PAULO                          ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.32                                               ;Campanha do Desarmamento;S;1;2025-03-01
2025;3;SP;SÃO PAULO                          ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Campanha do Desarmamento;S;1;2025-03-01
2025;3;SP;SÃO PAULO                          ;Revolver                                          ;SMITH & WESSON                                                        ;.22 LR                                            ;Campanha do Desarmamento;S;1;2025-03-01
2025;3;SP;SÃO PAULO                          ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Remetida ao Exército para destruição;S;1;2025-03-01
